Food counter 	Food type	Sub-category	Region	Year of study	Report type	"kg CO2-eq/kg produce, BFM or L after conversion"	Notes (conventional farming assumed unless stated)	Reference	reference number
Dairy Counter	Cows Milk	Milk	USA	2012	Journal	1.02		"Belflower, J. B., J. K. Bernard, D. K. Gattie, D. W. Hancock, L. M. Risse and C. Alan Rotz (2012). ""A case study of the potential environmental impacts of different dairy production systems in Georgia."" Agricultural Systems 108(0): 84-93."	0086
Dairy Counter	Cows Milk	Milk	Africa South 	2011	Journal	1.02		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0087
Dairy Counter	Cows Milk	Milk	USA	2011	Journal	1.02		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0088
Dairy Counter	Cows Milk	Milk	France	2010	Conference	1.02	bretagne	"Kanyarushoki, C., F. Fuchs and H. M. G. v. d. Werf (2008). Environmental evaluation of cow and goat milk chains in France. 6th International Conference on LCA in the Agri-Food Sector. Zurich, Ostfold Research."	0089
Dairy Counter	Cows Milk	Milk	United Kingdom	2014	Journal	1.02		"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851."	0090
Dairy Counter	Cows Milk	Milk	Switzerland	2012	Conference	1.03	"ECM organic, mixed farm"	"Schader, C., K. Jud, M. S. Meier, T. Kuhn, B. Oehen and A. Gattinger (2012). Quantification of the reduction potential of GHG mitigation measures in Swiss organic milk production using a life cycle assessment approach. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0091
Dairy Counter	Cows Milk	Milk	USA	2014	Journal	1.04		"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851."	0092
Dairy Counter	Cows Milk	Milk	France	2014	Conference	1.04	"biosphical,mean AGRIBALYSE®"	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	0093
Dairy Counter	Cows Milk	Milk	Netherlands	2008	Journal	1.04	consequential	"Thomassen, M., R. Dalgaard, R. Heijungs and I. de Boer (2008). ""Attributional and consequential LCA of milk production."" The International Journal of Life Cycle Assessment 13(4): 339-349."	0094
Dairy Counter	Cows Milk	Milk	Denmark	2004	Report	1.05	clay sole medium stock	"Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector,  (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106."	0095
Dairy Counter	Cows Milk	Milk	Austria	2010	Journal	1.05	lowlands organic	"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329."	0096
Dairy Counter	Cows Milk	Milk	Spain	2003	Journal	1.05		"Hospido, A., M. T. Moreira and G. Feijoo (2003). ""Simplified life cycle assessment of galician milk production."" International Dairy Journal 13(10): 783-796."	0097
Dairy Counter	Cows Milk	Milk	United Kingdom	2007	Report	1.05		"Ledgard, S. F., C. Basset-Mens, S. McLaren and M. Boyes (2007). Energy use, “food miles” and greenhouse gas emissions from New Zealand dairying – how efficient are we? Proceedings of the New Zealand Grassland Association: 223–228."	0098
Dairy Counter	Cows Milk	Milk	USA	2013	Journal	1.06		"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29."	0099
Dairy Counter	Cows Milk	Milk	Italy	2011	Journal	1.06		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0100
Dairy Counter	Cows Milk	Milk	Austria	2010	Conference	1.06		"Lindenthal, T., T. Markut, S. Hörtenhuber and G. Rudolph (2010). Greenhouse Gas Emissions of Organic and Conventional Foodstuffs in Austria. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy."	0101
Dairy Counter	Cows Milk	Milk	Denmark	2012	Report	1.06		"Schmidt, J.H., R. Dalgaard. National and farm level carbon footprint of milk _ Methodology and results for Danish and Swedish milk 2005 at farm gate (2012), Arla Foods, Aarhus,  Accessed 16/02/2015 from http://lca-net.com/files/Arla-Methodology_report_20120724.pdf"	0102
Dairy Counter	Cows Milk	Milk	United Kingdom	2006	Report	1.06		"Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA."	0103
Dairy Counter	Cows Milk	Milk	Germany	2014	Journal	1.06		"Zehetmeier, M., M. Gandorfer, H. Hoffmann, U. K. Müller, I. J. M. de Boer and A. Heißenhuber (2014). ""The impact of uncertainties on predicted greenhouse gas emissions of dairy cow production systems."" Journal of Cleaner Production 73(0): 116-124."	0104
Dairy Counter	Cows Milk	Milk	New Zealand	2009	Journal 	1.07		"Basset-Mens, C., S. Ledgard and M. Boyes (2009). ""Eco-efficiency of intensification scenarios for milk production in New Zealand."" Ecological Economics 68(6): 1615-1625."	0105
Dairy Counter	Cows Milk	Milk	France	2013	Journal	1.08	"grass/high maize silage-hostein enriched with omega 3 fatty acids from linseed, system expansion"	"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137."	0106
Dairy Counter	Cows Milk	Milk	Denmark	2004	Report	1.08	"sand soil, low stock"	"Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector,  (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106."	0107
Dairy Counter	Cows Milk	Milk	Sweden	2000	Journal	1.09	organic	"Cederberg, C. and B. Mattsson (2000). ""Life cycle assessment of milk production — a comparison of conventional and organic farming."" Journal of Cleaner Production 8(1): 49-60."	0108
Dairy Counter	Cows Milk	Milk	Austria	2010	Journal	1.09	lowlands conventional	"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329."	0109
Dairy Counter	Cows Milk	Milk	Australia	2011	Journal	1.10		"Christie, K. M., R. P. Rawnsley and R. J. Eckard (2011). ""A whole farm systems analysis of greenhouse gas emissions of 60 Tasmanian dairy farms."" Animal Feed Science and Technology 166–167(0): 653-662."	0110
Dairy Counter	Cows Milk	Milk	Netherlands	2011	Journal	1.10		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0111
Dairy Counter	Cows Milk	Milk	Austria	2010	Journal	1.10	uplands organic	"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329."	0112
Dairy Counter	Cows Milk	Milk	Sweden	2007	Report	1.10		"Ledgard, S. F., C. Basset-Mens, S. McLaren and M. Boyes (2007). Energy use, “food miles” and greenhouse gas emissions from New Zealand dairying – how efficient are we? Proceedings of the New Zealand Grassland Association: 223–228."	0113
Dairy Counter	Cows Milk	Milk	France	2013	Journal	1.10	"grass/high maize silage-hostein, system expansion"	"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137."	0114
Dairy Counter	Cows Milk	Milk	USA	2005	Report 	1.10		"Loijos, A. (2008). ""Assumptions and methodologies for life cycle assessment of food products."" Retrieved 02/02/2015, from http://www.linkcycle.com/foodprintmethods.pdf."	0115
Dairy Counter	Cows Milk	Milk	United Kingdom	2014	Journal	1.11		"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851."	0116
Dairy Counter	Cows Milk	Milk	France	2013	Journal	1.11	"grass-hostein cow, system expansion"	"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137."	0117
Dairy Counter	Cows Milk	Milk	France	2014	Conference	1.11	mediunAGRIBALYSE®	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	0118
Dairy Counter	Cows Milk	Milk	Austria	2010	Journal	1.12	uplands pasture organic	"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329."	0119
Dairy Counter	Cows Milk	Milk	USA	2014	Journal	1.13		"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851."	0120
Dairy Counter	Cows Milk	Milk	Denmark	2004	Report	1.14	sand soil highstck	"Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector,  (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106."	0121
Dairy Counter	Cows Milk	Milk	New Zealand	2011	Journal	1.14		"Flysjö, A., M. Henriksson, C. Cederberg, S. Ledgard and J.-E. Englund (2011). ""The impact of various parameters on the carbon footprint of milk production in New Zealand and Sweden."" Agricultural Systems 104(6): 459-469."	0122
Dairy Counter	Cows Milk	Milk	Sweden	2008	Journal	1.14		"Berlin, J., U. Sonesson and A.-M. Tillman (2008). ""Product Chain Actors' Potential for Greening the Product Life Cycle."" Journal of Industrial Ecology 12(1): 95-110."	0123
Dairy Counter	Cows Milk	Milk	United Kingdom	2012	Conference	1.14		"Audsley, E. and M. Wilkinson (2012). Using a model-based LCA to explore options for reducing national greenhouse gas emissions from crop and livestock production system. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes, France."	0124
Dairy Counter	Cows Milk	Milk	New Zealand	2011	Journal	1.14		"Flysjö, A., C. Cederberg, M. Henriksson and S. Ledgard (2011). ""How does co-product handling affect the carbon footprint of milk? Case study of milk production in New Zealand and Sweden."" The International Journal of Life Cycle Assessment 16(5): 420-430."	0125
Dairy Counter	Cows Milk	Milk	Germany	2001	Journal	1.14	extensive	"Haas, G., F. Wetterich and U. Köpke (2001). ""Comparing intensive, extensified and organic grassland farming in southern Germany by process life cycle assessment."" Agriculture, Ecosystems & Environment 83(1–2): 43-53."	0126
Dairy Counter	Cows Milk	Milk	Austria	2011	Journal	1.14		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0127
Dairy Counter	Cows Milk	Milk	Chile	2011	Journal	1.14		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0128
Dairy Counter	Cows Milk	Milk	Denmark	2011	Journal	1.14		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0129
Dairy Counter	Cows Milk	Milk	Sweden	2011	Journal	1.14	ECM	"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0130
Dairy Counter	Cows Milk	Milk	United Kingdom	2011	Journal	1.14		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0131
Dairy Counter	Cows Milk	Milk	Denmark	2011	Journal	1.14	MITERRA-Europe model	"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0132
Dairy Counter	Cows Milk	Milk	France	2012	Conference	1.15		"Dolle_, J. B., A. Gac, V. Manneville, S. Moreau and E. Lorinquer (2012). Life cycle assessment on dairy and beef cattle farms in France. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0133
Dairy Counter	Cows Milk	Milk	Canada	2012	Conference	1.15		"Lafontaine, M., R. Saad, D. Gilbert and M. Margni (2012). Environmental life cycle assessment of milk in Canada. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes."	0134
Dairy Counter	Cows Milk	Milk	Sweden	2012	Report	1.15		"Schmidt, J.H., R. Dalgaard. National and farm level carbon footprint of milk _ Methodology and results for Danish and Swedish milk 2005 at farm gate (2012), Arla Foods, Aarhus,  Accessed 16/02/2015 from http://lca-net.com/files/Arla-Methodology_report_20120724.pdf"	0135
Dairy Counter	Cows Milk	Milk	United Kingdom	2012	EPD	1.15		"The Co-operative Group (2012). The Co-operative Group Sustainability Report 2012. Manchester, The Co-operative Group Limited."	0136
Dairy Counter	Cows Milk	Milk	USA	2015	Journal	1.16		"Aguirre-Villegas, H. A., T. H. Passos-Fonseca, D. J. Reinemann, L. E. Armentano, M. A. Wattiaux, V. E. Cabrera, J. M. Norman and R. Larson (2015). ""Green cheese: Partial life cycle assessment of greenhouse gas emissions and energy intensity of integrated dairy production and bioenergy systems."" Journal of Dairy Science 98(3): 1571-1592."	0137
Dairy Counter	Cows Milk	Milk	Portugal	2010	Journal	1.16		"Castanheira, É. G., A. C. Dias, L. Arroja and R. Amaro (2010). ""The environmental performance of milk production on a typical Portuguese dairy farm."" Agricultural Systems 103(7): 498-507."	0138
Dairy Counter	Cows Milk	Milk	Sweden	2011	Journal	1.17		"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28."	0139
Dairy Counter	Cows Milk	Milk	Ireland	2012	Journal	1.17		"O’Brien, D., L. Shalloo, J. Patton, F. Buckley, C. Grainger and M. Wallace (2012). ""A life cycle assessment of seasonal grass-based and confinement dairy farms."" Agricultural Systems 107(0): 33-46."	0140
Dairy Counter	Cows Milk	Milk	Denmark	2004	Report	1.17	sandy soil medium stock	"Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector,  (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106."	0141
Dairy Counter	Cows Milk	Milk	France	2010	Conference	1.17	pays thouarsais	"Kanyarushoki, C., F. Fuchs and H. M. G. v. d. Werf (2008). Environmental evaluation of cow and goat milk chains in France. 6th International Conference on LCA in the Agri-Food Sector. Zurich, Ostfold Research."	0142
Dairy Counter	Cows Milk	Milk	Netherlands	2009	Journal	1.18		"van der Werf, H. M. G., C. Kanyarushoki and M. S. Corson (2009). ""An operational method for the evaluation of resource use and environmental impacts of dairy farms by life cycle assessment."" Journal of Environmental Management 90(11): 3643-3652."	0143
Dairy Counter	Cows Milk	Milk	France	2008	Report	1.18	conventional legume feed	"Baumgartner, D.U., L. de Baan, T. Nemecek (2008) European Grain Legumes - Environment-Friendly Animal Feed. Life Cycle Assessment of Pork, Chicken Meat, Egg, and Milk Production, WP2.2: Environmental Analysis of the Feed Chain, Final Report, Agroscope Reckenholz-Tänikon Research Station ART"	0144
Dairy Counter	Cows Milk	Milk	Canada	2011	Journal	1.18		"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58."	0145
Dairy Counter	Cows Milk	Milk	Ireland	2006	Journal	1.18	high concetrate supplements 	"Lovett, D. K., L. Shalloo, P. Dillon and F. P. O’Mara (2006). ""A systems approach to quantify greenhouse gas fluxes from pastoral dairy production as affected by management regime."" Agricultural Systems 88(2–3): 156-179."	0146
Dairy Counter	Cows Milk	Milk	United Kingdom	2012	Report	1.19		"Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf"	0147
Dairy Counter	Cows Milk	Milk	Sweden	2003	Journal	1.19	ecm	"Cederberg, C. and M. Stadig (2003). ""System expansion and allocation in life cycle assessment of milk and beef production."" The International Journal of Life Cycle Assessment 8(6): 350-356."	0148
Dairy Counter	Cows Milk	Milk	France	2014	Conference	1.19	mean AGRIBALYSE®	"Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. l. Tocqueville, V. Colomb and H. M. G. v. d. Werf (2014). Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1154-1162."	0149
