FoodNumber,FoodName,CO2e,CO2eRef
9816,"SHERRY TRIFLE (WITHOUT FRUIT OR JELLY)",  158,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9819,"BAKED EGG CUSTARD (WITH SEMI-SKIMMED MILK)",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9820,"FISHCAKES FRIED IN BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9821,"BUBBLE AND SQUEAK FRIED IN PUFA",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9822,"LAMB HOT POT",  670,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9824,"FRESH EGG PASTA RAVIOLI (FILLED WITH MEAT)",1.13e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9845,"EGG FRIED IN CCF",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9847,"FRUIT CAKE (NO FAT)",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9855,"VIT E CAPSULE (600 MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9856,"TUNA TWIST IN MEDITERRANEAN TOMATO & HERB DRESSING (JOHN WEST)",  329,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9859,"SPRING ROLL WITH MEAT AND VEGE",1.2e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9861,"CHEESE & TOMATO QUICHE",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9862,"PORK STEAK CASSEROLE",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9864,"CHICKEN AND VEGETABLE PIE ONE CRUST",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9868,"VEGETABLE  CASSEROLE WITH DUMPLINGS READY MEAL",  190,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9869,"SANATOGEN TONIC WINE",  167,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9871,"HADDOCK IN BREADCRUMBS FRIED IN CCF",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9873,"PORK BURGERS MADE WITH EXTRA LEAN PORK",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9875,"TURKEY & HAM CRISPBAKES (EG TESCO)",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9877,"HADDOCK COATED IN B/CRUMBS FRIED IN BUTTER",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9879,"COD COATED IN FLOUR FRIED IN WHITE FLORA",  420,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9881,"YOGURT, FULL FAT, TWINPOT WITH CEREAL/CRUMBLE",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9883,"RICE PUDDING",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9892,"SHORTCRUST PASTRY WITH OLIVIO COOKED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9893,"CHERRY PIE, TWO CRUSTS, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9895,"HADDOCK FRIED IN OLIVE OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9905,"HERRING ROE GRILLED",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9914,"CARROT AND ONION SOUP HOMEMADE",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9916,"SKATE COATED IN FLOUR FRIED IN OLIVE OIL",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9917,"STRAWBERRIES STEWED WITH SUGAR",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9918,"BEEF STROGANOFF",  900,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9926,"CUSTARD MADE WITH W/MILK AND WATER",  141,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9927,"ICE CREAM ALTERNATIVE, VIRTUALLY FAT FREE E.G. SKINNY COW STICK PRODUCTS",  400,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9930,"OMELETTE FRIED IN CCF",  491,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9932,"TUNA, FRESH, STEAK GRILLED/BAKED",  329,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9934,"BLACKCURRANT CRUMBLE",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9936,"TUNA FRESH RAW",  329,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9944,"SEAKELP TABLETS ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9949,"OATBRAN TABLETS (SOLGAR)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9950,"APPLE CRUMBLE WITH WHITE FLOUR + PUFA",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9951,"BUBBLE & SQUEAK FRIED IN OLIVE OIL",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9957,"SPIRULINA TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9958,"CALCICHEW 500MG TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9971,"CARROT AND CORIANDER SOUP, PURCHASED EG TESCO",  150,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9973,"CHIPS NEW POTATOES FRIED IN SOLID VEGETABLE FAT",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9974,"LEMON SOLE IN BATTER (M&S) FRIED IN FLORA",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9975,"PARSNIPS ROAST IN CHICKEN FAT",  160,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9976,"APPLE STRUDEL HOMEMADE JUS ROL PUFF PASTRY",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9979,"FERROUS FUMARATE TABLETS 200MG (65MG IRON)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9980,"PROVIDE LIQUID PROTEIN SUPPLEMENT APPLE FLAVOUR",1.11e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9981,"FRESUBIN LIQUID SUPPLEMENT (NUTRITIONALLY COMPLETE",  123,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9991,"7 UP CANNED NOT LOW CAL",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9992,"7 UP LIGHT LOW CAL CANNED",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9993,"7-UP NOT CANNED NOT LOW CALORIE",   38,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9994,"7-UP LIGHT LOW CALORIE BOTTLED",   26,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9996,"SINGLE STRENGTH FRUIT CONCENTRATE, BLACKCURRANT,NOT NAS, SUGAR ~2.8G/100G", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9997,"SINGLE STRENGTH FRUIT CONCENTRATE,NOT BLACKCURRANT,NOT NAS,SUGAR~2G/100G,NOT ROBINSONS", 42.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9998,"CONC BARLEY WATER LOW CAL BLACKCURRANT, NOT ROBINSONS FRUIT AND BARLEY", 48.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
9999,"WASTAGE: BONE; SKIN ETC. FOR USE IN RECIPES",  100,"No idea so default to 1 - likely from the processing?"
10000,"POTATO CRISPS, FRIED IN VEG OIL NOT WALKERS NOT PREMIUM CRISPS NOT FRIED IN SUNFLOWER OIL.",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10001,"POTATO CRISPS HIGH OLEIC SUNFLOWER OIL EG WALKERS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10003,"BAKED POTATO CRISPS IN SUNFLOWER OIL EG WALKERS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10004,"POTATO CRISPS FRIED IN SUNFLOWER OIL INC PREMIUM NOT WALKERS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10005,"BASMATI EASYCOOK WHITE RICE - RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10006,"BASMATI EASYCOOK WHITE RICE - COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10007,"PUDDING RICE - RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10008,"BROWN BASMATI RICE - RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10009,"BROWN BASMATI RICE - COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10010,"BROWN EASYCOOK ITALIAN/AMERICAN RICE - RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10011,"BROWN EASYCOOK ITALIAN/AMERICAN RICE - COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10012,"WILD RICE RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10013,"WILD RICE COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10014,"THAI FRAGRANT RICE -  RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10015,"THAI FRAGRANT RICE -  COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10016,"RED RICE -  RAW",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10017,"RED RICE - COOKED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10018,"ITALIAN "ARBORIO" RISOTTO RICE -  RAW",  266,"Average of CO2e values for Rice from From Clune et al 2017. multiplied by1"
10019,"READY COOKED SAVOURY RICE (PRODUCTS CONTAINING PRE-COOKED RICE) REHEATED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10020,"READY COOKED PLAIN RICE (PRODUCTS CONTAINING PRE-COOKED WHITE RICE ONLY) RE-HEATED",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10021,"FLOUR WHOLEMEAL, BREADMAKING",  293,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10022,"SELF RAISING WHOLEMEAL FLOUR",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10023,"FLOUR BROWN BREADMAKING",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10024,"GARI (CASSAVA FLOUR)",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10025,"COUS COUS (PLAIN) - RAW",  320,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10026,"CHEESE AND TOMATO PIZZA, ANY BASE, RETAIL",  440,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10027,"PIZZA WITH TRIPLE CHEESE OR CHEESE FEAST WITH OR WITHOUT TOMATO WITH ANY BASE, RETAIL",  430,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10028,"CHEESE OR CHEESE AND TOMATO PIZZA WITH VEGS AND/OR FRUIT. NO MEAT, NO FISH, WITH ANY BASE, RETAIL",  440,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10029,"PIZZA WITH MEAT TOPPING, WITH OR WITHOUT VEG/FRUIT, ANY BASE. NO CHICKEN. NO FISH. RETAIL",  470,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10030,"CHICKEN PIZZA, WITH OR WITHOUT VEG/FRUIT, WITH OR WITHOUT ADDITIONAL SAUCES (E.G. BBQ, CAJUN, CHILLI",  390,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10031,"PIZZA WITH FISH TOPPING, WITH OR WITHOUT VEG/FRUIT. ANY BASE. NO MEAT. NO CHICKEN.",  470,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10032,"PIZZA WITH ANY COMBINATION OF MEAT CHICKEN AND FISH TOPPINGS, WITH OR WITHOUT VEG/FRUIT, ANY BASE.",  470,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10033,"CHEESE FEAST PIZZA & TOMATO WITH A STUFFED CRUST BASE. RETAIL",  430,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10034,"PIZZA WITH MEAT TOPPING, WITH OR WITHOUT VEG/FRUIT E.G. PEPPERONI. WITH A STUFFED CRUST BASE. RETAIL",  470,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10035,"ROBINSONS FRUIT AND BARLEY CONCENTRATE, ANY FLAVOUR", 48.5,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10036,"SINGLE STRENGTH HIGH JUICE DRINK CONCENTRATE, NAS, BLACKCURRANT", 43.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10037,"SINGLE STRENGTH HIGH JUICE DRINK CONCENTRATE, NAS, NOT BLACKCURRANT", 43.2,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10038,"SMOOTHIES WITH FRUIT AND DAIRY PRODUCTS, BOTTLED, PURCHASED, NOT FORTIFIED",  240,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10039,"SPREADABLE BUTTER (75-80% FAT) UNSALTED",  950,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10040,"FAT SPREAD (62-72% FAT) NOT POLYUNSATURATED",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10041,"PURE SUNFLOWER BRAND FAT SPREAD",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10042,"REDUCED FAT SPREAD (41-62% FAT) NOT POLYUNSATURATED, WITH OLIVE OIL",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10043,"REDUCED FAT SPREAD (41-62% FAT) POLYUNSATURATED",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10044,"REDUCED FAT SPREAD (41-62% FAT) POLYUNSATURATED, FORTIFIED WITH B6, B12, FOLIC ACID",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10045,"VITALITE ONLY",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10047,"LOW FAT SPREAD (26-39% FAT) NOT POLYUNSATURATED",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10048,"LOW FAT SPREAD (26-39% FAT) NOT POLYUNSATURATED, OLIVE",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10049,"LOW FAT SPREAD (26-39% FAT) POLYUNSATURATED",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10050,"LOW FAT SPREAD (26-39% FAT) POLYUNSATURATED, FORTIFIED WITH B6, B12, FOLIC ACID",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10052,"FLORA LIGHTER THAN LIGHT",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10053,"FLORA PRO ACTIV OLIVE OIL ONLY",  473,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10055,"CHEESE STRAWS/TWISTS/CRISPIES PURCHASED",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10056,"RICE CAKES WITH ADDED SUGAR AND CHOCOLATE",  467,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10057,"CEREAL BARS WITH FRUIT, NO NUTS, COATED, UNFORTIFIED",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10058,"CEREAL BARS WITH NUTS, NO FRUIT, NOT COATED, UNFORTIFIED",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10059,"CEREAL BARS WITH FRUIT AND NUTS, NOT COATED, UNFORTIFIED",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10060,"CEREAL BARS WITH FRUIT AND NUTS, COATED, UNFORTIFIED",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10061,"COOKIES AND BISCUITS, NOT CHOCOLATE, NOT NUT, NOT SPECIFIED ELSEWHERE",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10062,"SAVOURY CRACKERS, NOT CREAM, NOT WATER BISCUITS, NOT WHOLEMEAL",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10063,"SAVOURY CRACKERS, REDUCED FAT",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10064,"FLAPJACKS REDUCED FAT",  317,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10065,"CHOCOLATE CHIP COOKIES AND BISCUITS, REDUCED FAT",  933,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10066,"BACON CHEESEBURGER TAKEAWAY",1.27e+03,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10067,"SAUSAGE AND EGG IN A MUFFIN, BAGEL OR ROLL, TAKEAWAY",  460,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10068,"TAKEAWAY VEGETABLE BURGERS",  300,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10069,"BURGER KING FINE CUT FRIES/CHIPS ONLY",  260,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10070,"TORTILLA CHIPS IN SUNSEED OR HIGH OLEIC SUNFLOWER OIL, EG DORITOS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10071,"BACON FLAVOUR MAIZE / RICE FLOUR CORN SNACKS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10072,"PRAWN COCKTAIL SNACKS, MAIZE / RICE FLOUR CORN SNACKS, EG SKIPS",  217,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10073,"CARROT CAKE NO ICING, PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10074,"AMERICAN MUFFINS LOW FAT, PURCHASED, ANY FLAVOUR",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10075,"DATE AND WALNUT LOAF PURCHASED, NOT LOW FAT",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10076,"ECCLES CAKES PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10077,"MINCE PIES PURCHASED",  120,"From INTAKE24 GHGs by The Rowett Institute University of Aberdeen contact Ruth Slater\n"
10078,"CHILDRENS CHEWABLE VITAMINS A,C,D,E",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10079,"BOOTS COMPLETE A TO Z",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10080,"BURDOCK AND WILD PANSY CAPSULES",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10081,"TESCO MULTIVITAMIN",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10082,"MULTIVITAMINS WITH IRON",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10083,"VITABIOTICS PREGNACARE ORIGINAL",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10084,"VITAMIN B COMPLEX ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10085,"HEALTHSPAN MULTIVITAMINS AND MINERALS '50 PLUS' WITH GINKGO",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10086,"HEALTHY DIRECT GLUCOSAMINE, CHONDROITON, MSM, VITAMIN C ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10087,"HOLLAND AND BARRETT ABC PLUS TABLETS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10088,"HOLLAND AND BARRETT MULTIVITAMIN TABLET ONLY WITH VITAMIN D (2.5MCG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10089,"HOLLAND AND BARRETT SKIN, HAIR, NAILS FORMULA ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10090,"SANATOGEN VITAL 50+ TABLET ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10091,"SEVEN SEAS MULTIBIONTA PROBIOTIC MULTIVITAMIN ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10092,"VITAMIN C 100MG WITH 15MG ZINC",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10093,"VITABIOTICS OSTEOCARE TABLETS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10094,"ZIPVIT MULTIVITAMIN AND MINERAL TABLETS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10095,"A.VOGEL LUFFA COMPLEX ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10096,"ECHINACEA TINCTURE/DROPS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10097,"CALCIUM 600MG AND VITAMIN D3 10MCG ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10098,"FERROUS GLUCONATE 200MG (IRON 23.3MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10099,"ASDA MULTIVITAMINS ONE A DAY ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10100,"BEROCCA STAY SHARP MULTIVITAMINS AND MINERALS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10101,"DEVILS CLAW, ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10102,"BOOTS CHILDRENS A TO Z CHEWABLE MULTIVITAMINS AND MINERALS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10103,"BOOTS TEENAGE A TO Z CHEWABLE MULTIVITAMINS AND MINERALS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10104,"BOOTS MULTIVITAMIN SYRUP 4 MONTHS TO 12 YEARS ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10105,"VITAMIN C 500MG AND ZINC 15MG ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10106,"VITAMIN E 100IU/67MG ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10107,"CALCICHEW D3 FORTE 500MG CALCIUM 10MCG VITAMIN D3 ONLY",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
10108,"CENTRUM ADVANCE MULTIVITAMIN AND MINERAL",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
